messageId,platform,runtimeKey,namespace,owner,surface,status,displayPolicy,maxLength,emptyLocales,termIds,context,route,component,screenshotRef,ko,en,ja,zh,th,vi,serverMessageKey,updatedAt
page.request.availability.lockedFuture.description,web,page.request.availability.lockedFuture.description,page.request,request,description,imported,,,,,,,,,다음 달 신청 근무까지만 작성할 수 있어요. 아직 열리지 않은 달은 열리면 수정할 수 있어요.,You can edit requests up to next month. Future months can be edited once they open.,勤務希望を作成できるのは来月分までです。まだ開いていない月は開始後に編集できます。,您只能在下个月的申请期之前填写表格。尚未开通的月份开通后即可修改。,คุณสามารถแก้ไขคำขอได้จนถึงเดือนถัดไป เดือนในอนาคตสามารถแก้ไขได้เมื่อเปิดแล้ว,Bạn có thể chỉnh sửa yêu cầu cho đến tháng tiếp theo. Các tháng trong tương lai có thể được chỉnh sửa khi chúng mở.,,2026-06-10
page.request.availability.lockedFuture.validationMessage,web,page.request.availability.lockedFuture.validationMessage,page.request,request,text,imported,,,,,,,,,두 달 뒤 신청 근무는 아직 작성 전이에요.,Requests two months ahead are not open yet.,2か月先の勤務希望はまだ作成前です。,两个月后的工作申请还没办完。,คำขอล่วงหน้าสองเดือนยังไม่เปิด,Yêu cầu hai tháng tới vẫn chưa được mở.,,2026-06-10
page.request.availability.lockedPast.badgeLabel,web,page.request.availability.lockedPast.badgeLabel,page.request,request,accessibility,imported,,,,,,,,,조회 전용,View only,閲覧のみ,仅供查看,ดูอย่างเดียว,Chỉ xem,,2026-06-10
page.request.availability.lockedPast.description,web,page.request.availability.lockedPast.description,page.request,request,description,imported,,,,,,,,,이 달은 조회만 가능해요. 제출된 신청과 현재 배치만 확인할 수 있어요.,This month is view-only. You can check submitted requests and current assignments.,この月は閲覧のみ可能です。提出済みの希望と現在の配置を確認できます。,您只能查看这个月。您只能查看已提交的申请和当前的展示位置。,เดือนนี้เป็นแบบดูอย่างเดียว คุณสามารถตรวจสอบคำขอที่ส่งและการมอบหมายปัจจุบันได้,Tháng này chỉ có thể xem. Bạn có thể kiểm tra các yêu cầu đã gửi và bài tập hiện tại.,,2026-06-10
page.request.availability.lockedPast.validationMessage,web,page.request.availability.lockedPast.validationMessage,page.request,request,text,imported,,,,,,,,,두 달 전 신청 근무는 조회만 가능해요.,Requests from two months ago are view-only.,2か月前の勤務希望は閲覧のみ可能です。,只能查看两个月前提出的职位请求。,คำขอจากสองเดือนที่ผ่านมาเป็นแบบดูอย่างเดียว,Yêu cầu từ hai tháng trước chỉ ở chế độ xem.,,2026-06-10
page.request.calendar.ariaLabel,web,page.request.calendar.ariaLabel,page.request,request,accessibility,imported,,,,,,,,,신청 근무표,Request shift schedule,勤務希望表,申请排班表,ขอตารางกะ,Yêu cầu lịch làm ca,,2026-06-10
page.request.calendar.linkColumn,web,page.request.calendar.linkColumn,page.request,request,text,imported,,,,,,,,,연동,Link,連携,蠕动,ลิงค์,liên kết,,2026-06-10
page.request.calendar.nameColumn,web,page.request.calendar.nameColumn,page.request,request,text,imported,,,,,,,,,이름,Name,名前,姓名,ชื่อ,Tên,,2026-06-10
page.request.calendar.noNurseAction,web,page.request.calendar.noNurseAction,page.request,request,button,imported,,,,,,,,,근무자 관리로 이동,Go to Member Management,看護師管理へ移動,进入排班人员管理,ไปที่การจัดการสมาชิก,Vào phần Quản lý thành viên,,2026-06-10
page.request.calendar.noNurseDescription,web,page.request.calendar.noNurseDescription,page.request,request,description,imported,,,,,,,,,신청 근무를 확인하려면 먼저 근무자 관리에서 팀 간호사를 추가해 주세요.,Add nurses to this team from Member Management before reviewing requested shifts.,勤務希望を確認するには、先に看護師管理でチームの看護師を追加してください。,要确认所请求的轮班，首先在排班人员管理中添加团队护士。,เพิ่มพยาบาลให้กับทีมนี้จากฝ่ายบริหารสมาชิก ก่อนที่จะตรวจสอบกะที่ร้องขอ,Thêm điều dưỡng vào nhóm này từ Quản lý thành viên trước khi xem xét các ca được yêu cầu.,,2026-06-10
page.request.calendar.noNurseTitleSuffix,web,page.request.calendar.noNurseTitleSuffix,page.request,request,accessibility,imported,,,,,,,,,에는 아직 간호사가 없어요, has no nurses yet,にはまだ看護師がいません,目前还没有护士,ยังไม่มีพยาบาล,vẫn chưa có điều dưỡng,,2026-06-10
page.request.calendar.reorderAria,web,page.request.calendar.reorderAria,page.request,request,accessibility,imported,,,,,,,,,{{name}} 순서 변경,Reorder {{name}},{{name}}の順序を変更,{{name}} 更改订单,สั่งซื้อ {{name}} ใหม่,Sắp xếp lại {{name}},,2026-06-10
page.request.calendar.skillColumn,web,page.request.calendar.skillColumn,page.request,request,text,imported,,,,,,,,,숙련도,Skill,熟練度,熟练程度,ทักษะ,kỹ năng,,2026-06-10
page.request.calendar.status.accepted,web,page.request.calendar.status.accepted,page.request,request,text,imported,,,,,,,,,반영됨,Applied,反映済み,反映,Appโกหก,Đã áp dụng,,2026-06-10
page.request.calendar.status.pending,web,page.request.calendar.status.pending,page.request,request,text,imported,,,,,,,,,확인 필요,Needs review,確認必要,需要确认,จำเป็นต้องตรวจสอบ,Cần xem xét,,2026-06-10
page.request.calendar.status.rejected,web,page.request.calendar.status.rejected,page.request,request,text,imported,,,,,,,,,제외됨,Excluded,除外済み,排除,ไม่รวม,Đã loại trừ,,2026-06-10
page.request.calendar.statusDescription.accepted,web,page.request.calendar.statusDescription.accepted,page.request,request,description,imported,,,,,,,,,현재 신청한 근무가 반영되어 있어요.,The requested shift is currently applied.,現在申請した勤務が反映されています。,反映了当前申请的工作。,มีการใช้กะที่ร้องขออยู่ในขณะนี้,Ca làm việc được yêu cầu hiện đang được áp dụng.,,2026-06-10
page.request.calendar.statusDescription.editable,web,page.request.calendar.statusDescription.editable,page.request,request,description,imported,,,,,,,,,이름을 누르면 해당 날짜로 이동해 검토할 수 있어요.,Select the name to move to that date and review it.,名前を押すと該当日に移動して確認できます。,如果您单击某个名称，您可以转到该日期并进行查看。,เลือกชื่อที่จะย้ายไปวันที่นั้นและตรวจสอบ,Chọn tên để chuyển đến ngày đó và xem lại nó.,,2026-06-10
page.request.calendar.statusDescription.noFocus,web,page.request.calendar.statusDescription.noFocus,page.request,request,description,imported,,,,,,,,,현재 팀에 연결된 간호사 정보가 없어 달력 위치로는 바로 이동할 수 없어요.,"No linked nurse information was found for this team, so the calendar position cannot be opened directly.",現在のチームに連携された看護師情報がないため、カレンダー位置へ直接移動できません。,目前没有连接到团队的护士信息，因此您无法直接移动到日历位置。,ไม่พบข้อมูลพยาบาลที่เชื่อมโยงสำหรับทีมนี้ ดังนั้นจึงไม่สามารถเปิดตำแหน่งปฏิทินได้โดยตรง,Không tìm thấy thông tin điều dưỡng được liên kết cho nhóm này nên không thể mở trực tiếp vị trí lịch.,,2026-06-10
page.request.calendar.statusDescription.readonly,web,page.request.calendar.statusDescription.readonly,page.request,request,description,imported,,,,,,,,,수정할 수 없는 달이라 신청 근무 위치만 확인할 수 있어요.,"This month cannot be edited, so you can only check the requested shift position.",編集できない月のため、勤務希望の位置のみ確認できます。,由于月份无法修改，因此只能确认申请的工作地点。,เดือนนี้ไม่สามารถแก้ไขได้ ดังนั้นคุณสามารถตรวจสอบได้เฉพาะตำแหน่งกะที่ร้องขอเท่านั้น,Tháng này không thể chỉnh sửa được nên bạn chỉ có thể kiểm tra vị trí ca làm việc được yêu cầu.,,2026-06-10
page.request.calendar.statusDescription.rejected,web,page.request.calendar.statusDescription.rejected,page.request,request,description,imported,,,,,,,,,현재 근무표에는 다른 근무로 확정되어 있어요.,The current schedule is confirmed with another shift.,現在の勤務表では別の勤務で確定しています。,当前排班显示为其他班次。,กำหนดการปัจจุบันได้รับการยืนยันด้วยการเปลี่ยนแปลงอื่น,lịch hiện tại được xác nhận bằng một ca khác.,,2026-06-10
page.request.changeEvent.add,web,page.request.changeEvent.add,page.request,request,text,imported,,,,,,,,,추가 → {{shiftType}},Add → {{shiftType}},追加 → {{shiftType}},添加 → {{shiftType}},เพิ่ม → {{shiftType}},Thêm → {{shiftType}},,2026-06-10
page.request.changeEvent.delete,web,page.request.changeEvent.delete,page.request,request,button,imported,,,,,,,,,{{shiftType}} → 삭제,{{shiftType}} → Delete,{{shiftType}} → 削除,{{shiftType}} → 删除,{{shiftType}} → ลบ,{{shiftType}} → Xóa,,2026-06-10
page.request.changeEvent.message,web,page.request.changeEvent.message,page.request,request,text,imported,,,,,,,,,{{nurseName}} / {{day}}일 | {{changeLabel}},{{nurseName}} / day {{day}} | {{changeLabel}},{{nurseName}} / {{day}}日 | {{changeLabel}},{{nurseName}} / {{day}} | | {{changeLabel}},{{nurseName}} / วัน {{day}} | {{changeLabel}},{{nurseName}} / ngày {{day}} | {{changeLabel}},,2026-06-10
page.request.faultOptions.excludeCertainWorkTypes.label,web,page.request.faultOptions.excludeCertainWorkTypes.label,page.request,request,accessibility,imported,,,,,,,,,ND / ED / NE / NOD 근무 패턴 피하기,Avoid ND / ED / NE / NOD patterns,ND / ED / NE / NOD勤務パターンを避ける,避免 ND/ED/NE/NOD 工作模式,หลีกเลี่ยงรูปแบบ ND / ED / NE / NOD,Tránh các mẫu ND/ED/NE/NOD,,2026-06-10
page.request.faultOptions.excludeCertainWorkTypes.message,web,page.request.faultOptions.excludeCertainWorkTypes.message,page.request,request,text,imported,,,,,,,,,ND/ED/NE/NOD 형태의 근무는 피하는 게 좋아요.,Avoid ND/ED/NE/NOD shift patterns.,ND/ED/NE/NOD形式の勤務は避けることを推奨します。,最好避免使用 ND/ED/NE/NOD 格式。,หลีกเลี่ยงรูปแบบการเปลี่ยน ND/ED/NE/NOD,Tránh các mẫu dịch chuyển ND/ED/NE/NOD.,,2026-06-10
page.request.faultOptions.excludeNightBeforeReqOff.label,web,page.request.faultOptions.excludeNightBeforeReqOff.label,page.request,request,accessibility,imported,,,,,,,,,신청 오프 전날 나이트 피하기,Avoid night before requested off,休み希望前日の夜勤を避ける,避免在下班前一天晚上使用,หลีกเลี่ยงคืนก่อนที่จะขอปิด,Tránh đêm trước ngày yêu cầu nghỉ,,2026-06-10
page.request.faultOptions.excludeNightBeforeReqOff.message,web,page.request.faultOptions.excludeNightBeforeReqOff.message,page.request,request,text,imported,,,,,,,,,신청 오프 전날에는 나이트 근무를 피하는 게 좋아요.,Avoid night shifts before a requested off day.,休み希望の前日は夜勤を避けることを推奨します。,涂抹前一天最好避免上夜班。,หลีกเลี่ยงกะกลางคืนก่อนวันที่ขอหยุด,Tránh làm ca đêm trước ngày nghỉ được yêu cầu.,,2026-06-10
page.request.faultOptions.maxContinuousNight.label,web,page.request.faultOptions.maxContinuousNight.label,page.request,request,accessibility,imported,,,,,,,,,연속 나이트,Consecutive nights,連続夜勤,连续的夜晚,คืนติดต่อกัน,Đêm liên tiếp,,2026-06-10
page.request.faultOptions.maxContinuousNight.message,web,page.request.faultOptions.maxContinuousNight.message,page.request,request,text,imported,,,,,,,,,나이트 근무는 연속 {{count}}일까지 배정할 수 있어요.,Night shifts can be assigned for up to {{count}} consecutive days.,夜勤は連続{{count}}日まで割り当てできます。,夜班最多可以连续分配 {{count}} 天。,สามารถกำหนดกะกลางคืนได้สูงสุด {{count}} วันติดต่อกัน,Có thể bố trí ca đêm tối đa {{count}} ngày liên tiếp.,,2026-06-10
page.request.faultOptions.maxContinuousWork.label,web,page.request.faultOptions.maxContinuousWork.label,page.request,request,accessibility,imported,,,,,,,,,연속 근무 수,Consecutive work days,連続勤務日数,连续轮班数,วันทำงานติดต่อกัน,Ngày làm việc liên tục,,2026-06-10
page.request.faultOptions.maxContinuousWork.message,web,page.request.faultOptions.maxContinuousWork.message,page.request,request,text,imported,,,,,,,,,근무는 연속 {{count}}일까지 배정할 수 있어요.,Work can be assigned for up to {{count}} consecutive days.,勤務は連続{{count}}日まで割り当てできます。,最多可以连续分配 {{count}} 天的工作。,สามารถมอบหมายงานได้สูงสุด {{count}} วันติดต่อกัน,Công việc có thể được phân công trong tối đa {{count}} ngày liên tiếp.,,2026-06-10
page.request.faultOptions.minContinuousNight.label,web,page.request.faultOptions.minContinuousNight.label,page.request,request,accessibility,imported,,,,,,,,,연속 나이트,Consecutive nights,連続夜勤,连续的夜晚,คืนติดต่อกัน,Đêm liên tiếp,,2026-06-10
page.request.faultOptions.minContinuousNight.message,web,page.request.faultOptions.minContinuousNight.message,page.request,request,text,imported,,,,,,,,,나이트 근무는 최소 {{count}}일 이상 배정해 주세요.,Assign night shifts for at least {{count}} consecutive days.,夜勤は最低{{count}}日以上連続で割り当ててください。,请分配至少 {{count}} 天的夜间工作。,กำหนดกะกลางคืนเป็นเวลาอย่างน้อย {{count}} วันติดต่อกัน,Phân công ca đêm trong ít nhất {{count}} ngày liên tiếp.,,2026-06-10
page.request.faultOptions.minNightInterval.label,web,page.request.faultOptions.minNightInterval.label,page.request,request,accessibility,imported,,,,,,,,,나이트 간격,Night interval,夜勤間隔,夜间间隔,ช่วงกลางคืน,Khoảng thời gian ban đêm,,2026-06-10
page.request.faultOptions.minNightInterval.message,web,page.request.faultOptions.minNightInterval.message,page.request,request,text,imported,,,,,,,,,나이트 간격은 최소 {{count}}일 이상으로 맞춰 주세요.,Keep at least {{count}} days between night shifts.,夜勤間隔は最低{{count}}日以上空けてください。,请将夜间间隔设置为至少 {{count}} 天。,เก็บอย่างน้อย {{count}} วันระหว่างกะกลางคืน,Giữ ít nhất {{count}} ngày giữa các ca đêm.,,2026-06-10
page.request.faultOptions.minOffAssignAfterNight.label,web,page.request.faultOptions.minOffAssignAfterNight.label,page.request,request,accessibility,imported,,,,,,,,,나이트 근무 후 오프 배정,Off after night shift,夜勤後の休み割り当て,夜班结束后分配任务,ปิดหลังกะกลางคืน,nghỉ sau ca đêm,,2026-06-10
page.request.faultOptions.minOffAssignAfterNight.message,web,page.request.faultOptions.minOffAssignAfterNight.message,page.request,request,text,imported,,,,,,,,,나이트 근무 후에는 OFF를 {{count}}일 이상 권장해요.,"After a night shift, at least {{count}} OFF days are recommended.",夜勤後は休みを{{count}}日以上割り当てることを推奨します。,夜间工作后，建议关闭至少 {{count}} 天。,หลังจากกะกลางคืน แนะนำให้ใช้อย่างน้อย {{count}} OFF วัน,"Sau ca đêm, nên có ít nhất {{count}} ngày TẮT.",,2026-06-10
page.request.overview.bootstrapErrorDescription,web,page.request.overview.bootstrapErrorDescription,page.request,request,feedback,imported,,,,,,,,,계정 정보를 다시 확인해 주세요. 문제가 계속되면 다시 로그인해 주세요.,"Please verify your account information. If the issue continues, sign in again.",アカウント情報をもう一度確認してください。問題が続く場合は再ログインしてください。,请再次检查您的帐户信息。如果问题仍然存在，请重新登录。,กรุณาตรวจสอบข้อมูลบัญชีของคุณ หากปัญหายังคงอยู่ ให้ลงชื่อเข้าใช้อีกครั้ง,"Vui lòng xác minh thông tin tài khoản của bạn. Nếu sự cố vẫn tiếp diễn, hãy đăng nhập lại.",,2026-06-19
page.request.overview.bootstrapErrorTitle,web,page.request.overview.bootstrapErrorTitle,page.request,request,accessibility,imported,,,,,,,,,병동 정보를 불러오지 못했어요,Failed to load ward information,病棟情報を読み込めませんでした,加载病区信息失败,โหลดข้อมูลวอร์ดไม่สำเร็จ,Không tải được thông tin khoa,,2026-06-19
page.request.overview.bootstrapLoadingDescription,web,page.request.overview.bootstrapLoadingDescription,page.request,request,description,imported,,,,,,,,,병동 정보를 확인한 뒤 신청 근무 화면을 준비하고 있어요.,Checking your ward information and preparing the request shift page.,病棟情報を確認したあと、勤務希望画面を準備しています。,确认完病区信息后，正在准备班次申请画面。,ตรวจสอบข้อมูลวอร์ดของคุณและเตรียมหน้าคำขอกะ,Kiểm tra thông tin khoa của bạn và chuẩn bị trang Yêu cầu ca trực.,,2026-06-19
page.request.overview.bootstrapLoadingTitle,web,page.request.overview.bootstrapLoadingTitle,page.request,request,accessibility,imported,,,,,,,,,계정 정보를 확인하고 있어요,Checking account information,アカウント情報を確認しています,检查您的帐户信息,การตรวจสอบข้อมูลบัญชี,Kiểm tra thông tin tài khoản,,2026-06-19
page.request.overview.createNextMonth,web,page.request.overview.createNextMonth,page.request,request,text,imported,,,,,,,,,다음 달 신청 근무 작성하기,Create next month request shifts,翌月の勤務希望を作成,填写下个月的工作申请,สร้างการเปลี่ยนแปลงคำขอในเดือนถัดไป,Tạo ca yêu cầu tháng tiếp theo,,2026-06-19
page.request.overview.emptyDescription,web,page.request.overview.emptyDescription,page.request,request,description,imported,,,,,,,,,다음 달 신청 근무표를 먼저 열어 작성할 수 있어요.,Open next month request shift schedule first and start editing there.,翌月の勤務希望表を先に開いて作成できます。,您可以先打开并填写下个月的申请时间表。,เปิดตารางคำขอกะเดือนหน้าก่อนแล้วเริ่มแก้ไขที่นั่น,Trước tiên hãy mở lịch yêu cầu ca làm việc của tháng tiếp theo và bắt đầu chỉnh sửa ở đó.,,2026-06-19
page.request.overview.emptyTitle,web,page.request.overview.emptyTitle,page.request,request,accessibility,imported,,,,,,,,,이번 달 신청 근무표가 아직 없어요,There is no request shift schedule for this month yet,今月の勤務希望表はまだありません,这个月的排班表还没有确定。,ยังไม่มีกำหนดการขอกะสำหรับเดือนนี้,Chưa có lịch làm ca yêu cầu trong tháng này,,2026-06-19
page.request.overview.loadingDescription,web,page.request.overview.loadingDescription,page.request,request,description,imported,,,,,,,,,근무 팀과 신청 근무표를 순서대로 불러오고 있어요.,Loading the shift teams and request shift schedule in order.,勤務チームと勤務希望表を順番に読み込んでいます。,工作团队和App排班表正在按顺序加载。,กำลังโหลดทีมกะและขอกำหนดกะตามลำดับ,Đang tải các nhóm làm ca và yêu cầu lịch làm ca theo thứ tự.,,2026-06-19
page.request.overview.loadingTitle,web,page.request.overview.loadingTitle,page.request,request,accessibility,imported,,,,,,,,,신청 근무 화면을 준비하고 있어요,Preparing the request shift page,勤務希望画面を準備しています,正在准备App工作屏幕。,จัดทำหน้าคำขอกะ,Chuẩn bị trang chuyển yêu cầu,,2026-06-19
page.request.overview.noTeamsDescription,web,page.request.overview.noTeamsDescription,page.request,request,description,imported,,,,,,,,,신청 근무를 작성하려면 먼저 근무 팀을 등록해 주세요.,Register a shift team first to manage requested shifts.,勤務希望を作成するには、先に勤務チームを登録してください。,要创建请求的轮班，请首先注册您的轮班团队。,ลงทะเบียนทีมกะก่อนเพื่อจัดการกะที่ร้องขอ,Đăng ký nhóm làm ca trước để quản lý các ca được yêu cầu.,,2026-06-19
page.request.overview.noTeamsTitle,web,page.request.overview.noTeamsTitle,page.request,request,accessibility,imported,,,,,,,,,아직 등록된 팀이 없어요,There are no registered teams yet,まだ登録されたチームがありません,还没有注册球队,ยังไม่มีทีมที่ลงทะเบียน,Chưa có đội nào đăng ký,,2026-06-19
page.request.overview.shiftErrorTitle,web,page.request.overview.shiftErrorTitle,page.request,request,accessibility,imported,,,,,,,,,신청 근무표를 불러오지 못했어요,Failed to load the request shift schedule,勤務希望表を読み込めませんでした,无法检索App排班表。,โหลดกำหนดการกะคำขอไม่สำเร็จ,Không thể tải lịch ca yêu cầu,,2026-06-19
page.request.overview.shiftLoadingDescription,web,page.request.overview.shiftLoadingDescription,page.request,request,description,imported,,,,,,,,,선택한 팀의 신청 근무와 신청 내역을 정리하고 있어요.,Organizing the selected team schedule and request list.,選択したチームの勤務希望と申請履歴を整理しています。,正在为选定的团队组织工作和申请细节。,การจัดกำหนดการของทีมที่เลือกและรายการคำขอ,Tổ chức lịch thi đấu của các đội đã chọn và danh sách yêu cầu.,,2026-06-19
page.request.overview.shiftLoadingTitle,web,page.request.overview.shiftLoadingTitle,page.request,request,accessibility,imported,,,,,,,,,신청 근무표를 불러오는 중이에요,Loading the request shift schedule,勤務希望表を読み込み中です,正在加载申请时间表。,กำลังโหลดกำหนดการกะคำขอ,Đang tải lịch ca yêu cầu,,2026-06-19
page.request.overview.teamsErrorTitle,web,page.request.overview.teamsErrorTitle,page.request,request,accessibility,imported,,,,,,,,,근무 팀을 불러오지 못했어요,Failed to load shift teams,勤務チームを読み込めませんでした,无法加载工作团队,โหลดทีมกะไม่สำเร็จ,Không thể tải các nhóm làm ca,,2026-06-19
page.request.panel.accept,web,page.request.panel.accept,page.request,request,text,imported,,,,,,,,,수락,Accept,承認,验收,ยอมรับ,Chấp nhận,,2026-06-10
page.request.panel.acceptAll,web,page.request.panel.acceptAll,page.request,request,text,imported,,,,,,,,,대기 {{count}}건 반영,Accept {{count}} pending,待機{{count}}件を反映,反映待机{{count}},ยอมรับ {{count}} ที่รอดำเนินการ,Chấp nhận {{count}} đang chờ xử lý,,2026-06-10
page.request.panel.acceptedState,web,page.request.panel.acceptedState,page.request,request,text,imported,,,,,,,,,반영됨,Accepted,反映済み,反映,ได้รับการยอมรับ,Đã chấp nhận,,2026-06-10
page.request.panel.acceptedToast,web,page.request.panel.acceptedToast,page.request,request,feedback,imported,,,,,,,,,{{nurseName}} {{shiftType}} 근무 신청을 수락했어요.,{{nurseName}}'s {{shiftType}} request accepted.,{{nurseName}}さんの{{shiftType}}の勤務希望を承認しました。,{{nurseName}} {{shiftType}} 班次申请已通过。,ยอมรับคำขอ {{shiftType}} ของ {{nurseName}} แล้ว,Yêu cầu {{shiftType}} của {{nurseName}} đã được chấp nhận.,,2026-06-10
page.request.panel.appliedCount,web,page.request.panel.appliedCount,page.request,request,text,imported,,,,,,,,,반영 {{count}},Applied {{count}},反映 {{count}},反射{{count}},Appโกหก {{count}},Đã áp dụng {{count}},,2026-06-10
page.request.panel.appliedLabel,web,page.request.panel.appliedLabel,page.request,request,accessibility,imported,,,,,,,,,반영,Applied,反映,反映,Appโกหก,Đã áp dụng,,2026-06-10
page.request.panel.changeToAccept,web,page.request.panel.changeToAccept,page.request,request,text,imported,,,,,,,,,반영으로 변경,Change to accept,反映に変更,改变以反映,เปลี่ยนแปลงเพื่อยอมรับ,Thay đổi để chấp nhận,,2026-06-10
page.request.panel.changeToReject,web,page.request.panel.changeToReject,page.request,request,text,imported,,,,,,,,,제외로 변경,Change to reject,除外に変更,更改为排除,เปลี่ยนเป็นปฏิเสธ,Thay đổi để từ chối,,2026-06-10
page.request.panel.dateLabel,web,page.request.panel.dateLabel,page.request,request,accessibility,imported,,,,,,,,,{{month}}월 {{date}}일,{{month}}/{{date}},{{month}}月{{date}}日,{{month}} 月 {{date}} 日,{{month}}/{{date}},{{month}}/{{date}},,2026-06-10
page.request.panel.dayShortLabel,web,page.request.panel.dayShortLabel,page.request,request,accessibility,imported,,,,,,,,,{{date}}일,{{date}},{{date}}日,{{date}}天,{{date}},{{date}},,2026-06-10
page.request.panel.dayType.holiday,web,page.request.panel.dayType.holiday,page.request,request,text,imported,,,,,,,,,공휴일,Holiday,祝日,公众假期,วันหยุด,Kỳ nghỉ,,2026-06-10
page.request.panel.dayType.saturday,web,page.request.panel.dayType.saturday,page.request,request,text,imported,,,,,,,,,토요일,Saturday,土曜日,周六,วันเสาร์,thứ bảy,,2026-06-10
page.request.panel.dayType.sunday,web,page.request.panel.dayType.sunday,page.request,request,text,imported,,,,,,,,,일요일,Sunday,日曜日,星期日,วันอาทิตย์,chủ nhật,,2026-06-10
page.request.panel.editTitle,web,page.request.panel.editTitle,page.request,request,accessibility,imported,,,,,,,,,근무 신청,Review requests,勤務希望,班次申请,ตรวจสอบคำขอ,Xem xét yêu cầu,,2026-06-10
page.request.panel.emptyDescriptionEdit,web,page.request.panel.emptyDescriptionEdit,page.request,request,description,imported,,,ko|ja,,,,,,,Submitted requests will appear here so you can review them immediately.,,提交的请求将显示在此处，以便您可以立即查看。,คำขอที่ส่งจะปรากฏที่นี่เพื่อให้คุณสามารถตรวจสอบได้ทันที,Các yêu cầu đã gửi sẽ xuất hiện ở đây để bạn có thể xem xét chúng ngay lập tức.,,2026-06-10
page.request.panel.emptyDescriptionReadonly,web,page.request.panel.emptyDescriptionReadonly,page.request,request,description,imported,,,,,,,,,반영된 신청이 생기면 이 패널에서 바로 확인할 수 있어요.,Accepted requests will appear in this panel.,反映済みの申請があると、このパネルですぐ確認できます。,如果有App被反映，您可以立即在此面板上进行检查。,คำขอที่ได้รับการยอมรับจะปรากฏในแผงนี้,Các yêu cầu được chấp nhận sẽ xuất hiện trong bảng này.,,2026-06-10
page.request.panel.emptyTitleEdit,web,page.request.panel.emptyTitleEdit,page.request,request,accessibility,imported,,,,,,,,,"간호사가 보낸
신청근무 요청이 없어요",There are no submitted requests yet,"看護師からの
勤務希望申請は
ありません","由护士发送
没有班次申请的要求。",ยังไม่มีการร้องขอใดๆ,Chưa có yêu cầu nào được gửi,,2026-06-19
page.request.panel.emptyTitleReadonly,web,page.request.panel.emptyTitleReadonly,page.request,request,accessibility,imported,,,,,,,,,아직 반영된 신청 근무가 없어요,There are no applied requested shifts yet,まだ反映済みの勤務希望はありません,尚未反映已申请的职位。,ยังไม่มีการเปลี่ยนแปลงที่ขอใช้,Chưa có ca nào được yêu cầu áp dụng,,2026-06-10
page.request.panel.errorTitleEdit,web,page.request.panel.errorTitleEdit,page.request,request,accessibility,imported,,,,,,,,,신청 내역을 불러오지 못했어요,Failed to load request list,申請履歴を読み込めませんでした,无法加载App详细信息,โหลดรายการคำขอไม่สำเร็จ,Không tải được danh sách yêu cầu,,2026-06-10
page.request.panel.errorTitleReadonly,web,page.request.panel.errorTitleReadonly,page.request,request,accessibility,imported,,,,,,,,,반영된 신청 근무를 불러오지 못했어요,Failed to load applied requested shifts,反映済み勤務希望を読み込めませんでした,无法检索所反映的请求班次。,ไม่สามารถโหลดกะที่ร้องขอที่ใช้,Không thể tải các ca được yêu cầu đã áp dụng,,2026-06-10
page.request.panel.excludedCount,web,page.request.panel.excludedCount,page.request,request,text,imported,,,,,,,,,제외 {{count}},Excluded {{count}},除外 {{count}},不包括{{count}},ไม่รวม {{count}},Đã loại trừ {{count}},,2026-06-10
page.request.panel.excludedLabel,web,page.request.panel.excludedLabel,page.request,request,accessibility,imported,,,,,,,,,제외,Excluded,除外,例外,ไม่รวม,Đã loại trừ,,2026-06-10
page.request.panel.groupDone,web,page.request.panel.groupDone,page.request,request,text,imported,,,,,,,,,검토 완료,Reviewed,確認完了,审核完成,ตรวจสอบแล้ว,Đã đánh giá,,2026-06-10
page.request.panel.groupPendingCount,web,page.request.panel.groupPendingCount,page.request,request,text,imported,,,,,,,,,{{count}}명 검토 필요,{{count}} need review,{{count}}名確認必要,{{count}} 名称需要审核,{{count}} จำเป็นต้องตรวจสอบ,{{count}} cần xem xét,,2026-06-10
page.request.panel.groupRequestCaseCount,web,page.request.panel.groupRequestCaseCount,page.request,request,text,imported,,,,,,,,,{{count}}건,{{count}} requests,{{count}}件,{{count}}枪,คำขอ {{count}},{{count}} yêu cầu,,2026-06-10
page.request.panel.groupRequestCount,web,page.request.panel.groupRequestCount,page.request,request,text,imported,,,,,,,,,{{count}}명 신청,{{count}} requests,{{count}}名申請,申请{{count}}名称,คำขอ {{count}},{{count}} yêu cầu,,2026-06-10
page.request.panel.loadingDescriptionEdit,web,page.request.panel.loadingDescriptionEdit,page.request,request,description,imported,,,,,,,,,제출된 신청 근무를 확인하고 있어요.,Checking the submitted requested shifts.,提出された勤務希望を確認しています。,正在检查提交的工作请求。,ตรวจสอบกะที่ร้องขอที่ส่งมา,Kiểm tra các ca được yêu cầu đã gửi.,,2026-06-10
page.request.panel.loadingDescriptionReadonly,web,page.request.panel.loadingDescriptionReadonly,page.request,request,description,imported,,,,,,,,,반영된 신청 근무를 정리하고 있어요.,Organizing the accepted requested shifts.,反映済み勤務希望を整理しています。,正在组织所反映的要求的轮班。,จัดระเบียบกะที่ร้องขอที่ได้รับการยอมรับ,Tổ chức các ca làm việc được yêu cầu đã được chấp nhận.,,2026-06-10
